出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測最低價格,最低價格,效能,最佳效能,標準化效能
晚上9:15,晚間班機,TSA,HKG,CX 479,4497.5,4359.008926201974,4353,0.03079290134475292,0.03212896053362979,0.9584157356264794
清晨7:00,早晨班機,TSA,ICN,CI 833,7303.25,6031.9462674397055,5494,0.1740736976771019,0.24773217403210898,0.7026689139479312
下午2:50,下午班機,TSA,NRT,TR 874,13349.0,11419.754664376887,10199,0.14452358495940615,0.23597273203985317,0.6124588367057501
下午2:10,下午班機,TSA,HKG,UO 111,1493.75,1467.3039444466797,1430,0.01770447233695084,0.042677824267782424,0.414840087110907
上午9:00,早晨班機,TSA,HND,CI 220,10474.5,15133.049371217565,9237,-0.44475147942312904,0.11814406415580696,-3.7644843403778303
上午8:50,早晨班機,TSA,NRT,BR 198,16578.25,14977.155450294082,11385,0.09657801937514021,0.3132568274697269,0.3083029990287235
晚上7:45,晚間班機,TSA,ICN,VZ 569,4491.0,3394.453097724024,3072,0.24416542023513163,0.31596526386105545,0.7727603257758817
清晨7:15,早晨班機,TSA,HND,BR 192,9906.5,9964.80445971242,9448,-0.0058854751640257195,0.046282743653157016,-0.1271634890129134
上午8:30,早晨班機,TSA,NRT,JX 800,30112.25,16951.962640473692,25335,0.4370409836371015,0.15864805851439198,2.7547830570990235
凌晨2:25,凌晨班機,TSA,NRT,MM 620,10880.0,7584.5202952232,9230,0.30289335521845584,0.15165441176470587,1.9972604271374543
上午10:05,早晨班機,TSA,ICN,CI 831,19566.75,7485.5775314008,17667,0.6174337827487549,0.09709072789298172,6.359348581970891
下午3:45,下午班機,TSA,HKG,HX 255,2351.25,1958.62896538808,1955,0.166983959430907,0.16852737905369483,0.9908417277272431
中午12:50,下午班機,TSA,NRT,CX 450,10088.25,10075.933121049162,9923,0.001220913334903293,0.016380442594107005,0.07453481967224293
上午10:50,早晨班機,TSA,HKG,CI 909,5437.0,3918.815980112688,3875,0.2792319330305889,0.2872907853595733,0.9719487963427093
下午4:25,下午班機,TSA,NRT,CI 106,9034.0,7987.187134839078,8655,0.11587479136162522,0.04195262342262564,2.762039222060481
晚上7:00,晚間班機,TSA,HKG,BR 809,3959.25,3802.332149258759,3813,0.03963322617698836,0.036938814169350256,1.0729425691708798
下午2:10,下午班機,TSA,HKG,UO 111,1512.5,1467.3039444466797,1430,0.029881689622029965,0.05454545454545454,0.5478309764038827
下午2:30,下午班機,TSA,HKG,CI 915,4023.5,3698.71842372944,3590,0.08072115726868646,0.1077420156580092,0.7492077883980622
晚上8:45,晚間班機,TSA,ICN,BR 205,19479.5,7907.37345888058,13702,0.594066918612871,0.2965938550784158,2.0029643515568014
晚上7:30,晚間班機,TSA,HKG,CX 565,4514.75,4657.857753473943,4353,-0.03169782456923271,0.035827011462428705,-0.884746543888367
晚上8:00,晚間班機,TSA,ICN,IT 602,3349.0,3091.9651267437575,2799,0.07674973820729844,0.1642281277993431,0.46733613319316814
上午8:50,早晨班機,TSA,NRT,BR 198,9775.0,9460.936525163024,9165,0.032129255737798026,0.06240409207161125,0.514858155470452
上午9:50,早晨班機,TSA,HKG,BR 867,4018.0,3819.6625534051136,3813,0.049362231606492384,0.05102040816326531,0.9674997394872507
上午9:50,早晨班機,TSA,HKG,CX 499,5620.0,4528.666739395739,4523,0.1941874129189077,0.19519572953736655,0.9948343305417149
下午6:10,晚間班機,TSA,HKG,CI 923,3949.75,3783.1465577373647,3776,0.04218075631688976,0.043990125957339074,0.9588687324468219
上午8:05,早晨班機,TSA,HKG,BR 851,4007.5,3820.173499781257,3813,0.04674398009201326,0.048533998752339366,0.963118253052664
晚上8:15,晚間班機,TSA,HKG,CX 531,5285.25,4738.002540470909,4396,0.1035423980945256,0.16825126531384513,0.6154033843453376
下午1:30,下午班機,TSA,HND,NH 852,18040.75,13087.561839112856,12829,0.2745555567749204,0.2888876571095991,0.9503886719215512
下午3:45,下午班機,TSA,ICN,CI 162,6880.25,5640.98406861912,5275,0.1801193170859896,0.2333127429962574,0.7720080556803488
下午6:10,晚間班機,TSA,HKG,CI 923,3741.25,4177.745656849134,3577,-0.11667107433321332,0.04390243902439024,-2.6575078042565257
中午12:25,下午班機,TSA,ICN,KE 186,8016.5,6351.1846581115005,6051,0.20773596231379024,0.24518181251169463,0.8472731324795215
中午12:25,下午班機,TSA,HKG,BR 869,4138.25,3859.1891705580383,3813,0.06743450237224954,0.07859602488974808,0.8579887146563003
下午6:10,晚間班機,TSA,HKG,CI 923,3768.5,3634.251926596901,3577,0.0356237424447656,0.050815974525673345,0.7010343258647476
上午8:05,早晨班機,TSA,HKG,JX 233,4100.5,3357.7865044372916,3408,0.18112754433915582,0.16888184367760029,1.0725104629064381
下午3:35,下午班機,TSA,HND,JL 98,18697.0,8791.575844788873,12245,0.529786819019689,0.34508209873241696,1.535248629139976
上午9:40,早晨班機,TSA,ICN,BR 201,12517.5,6027.515689732512,6598,0.5184728827854993,0.47289794287996806,1.0963737326239527
晚上7:45,晚間班機,TSA,ICN,VZ 569,12264.0,3838.871835293229,7242,0.6869804439584777,0.4094911937377691,1.6776439993442394
晚上10:30,晚間班機,TSA,HKG,CI 607,3939.5,3845.856365345805,3822,0.023770436515851,0.029826120065998222,0.7969671034399576
上午8:20,早晨班機,TSA,HKG,CX 407,4496.25,6310.4847669705005,4353,-0.4034995311582987,0.03185988323603003,-12.66481512719372
上午8:05,早晨班機,TSA,ICN,BR 67,6090.75,5561.467336698318,5536,0.08689942343745549,0.0910807371834339,0.9540922276731537
下午3:15,下午班機,TSA,ICN,VZ 567,5093.5,3642.774882975548,3372,0.2848189097917841,0.3379797781486208,0.8427099140426676
晚上10:30,晚間班機,TSA,ICN,CI 837,5299.25,5430.227230305492,4931,-0.024716182536300875,0.06949096570269378,-0.35567475982482666
上午10:45,早晨班機,TSA,HKG,CX 489,6769.25,5415.370979366197,6643,0.20000428712690513,0.01865051519740001,10.723794222841999
