出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測平均價格,平均價格,效能,最佳效能,標準化效能
晚上9:30,晚間班機,TSA,HKG,VZ 565,11120.5,10155.87,11063,0.08674340182545742,0.18519850726136414,0.46838067492109703
晚上8:45,晚間班機,TSA,HKG,BR 205,17430.25,19075.738,18507,-0.09440415369831191,0.21389538302663472,-0.4413566686783347
晚上10:30,晚間班機,TSA,HKG,BR 61,16576.0,18815.564,17552,-0.13510883204633195,0.3267977799227799,-0.4134325272290933
上午10:05,凌晨班機,TSA,HKG,CI 831,27398.5,21425.473,25565,0.21800562074566118,0.7629797251674362,0.2857292448994235
上午9:25,凌晨班機,TSA,HKG,JX 741,20853.5,20168.045,20673,0.03287002181887941,0.7064761311050902,0.046526726624809216
下午1:30,下午班機,TSA,HKG,JX 745,18622.25,20251.057,18916,-0.08746563922189857,0.7199586516129899,-0.12148703127039479
下午3:15,下午班機,TSA,HKG,VZ 567,13629.0,11212.829,13526,0.17728160540024948,0.6163328197226502,0.2876394047619048
凌晨1:25,凌晨班機,TSA,HKG,VZ 571,12263.0,7876.438,12193,0.35770708635733506,0.18625132512435782,1.9205612959719789
清晨7:00,早晨班機,TSA,HKG,CI 833,18168.25,21569.434,23150,-0.18720482159811766,0.15467917933758066,-1.2102780891379776
上午8:05,早晨班機,TSA,HKG,BR 67,21312.0,24003.607,20501,-0.1262953734984985,0.7032188438438438,-0.17959611663441652
晚上10:30,晚間班機,TSA,HKG,CI 837,29715.5,20848.889,27809,0.2983833689488651,0.8267907321095052,0.3608934611392637
晚上9:30,晚間班機,TSA,HKG,VZ 565,13402.75,10367.313,13136,0.22647867042211486,0.6919288951894201,0.32731494810621375
晚上7:45,晚間班機,TSA,HKG,VZ 569,13404.0,10716.308,13186,0.2005141748731721,0.1877797672336616,1.0678156535558199
晚上8:45,晚間班機,TSA,HKG,BR 205,26083.75,19369.781,24630,0.25740045047203725,0.7922077922077922,0.3249153227269978
